,year,region,wine,beer,vodka,champagne,brandy,lat,lon,total_alc
525,2010,Kostroma Oblast,8.5,56.1,12.8,1.2,0.5,58.424756,44.2533273,251.5
526,2011,Kostroma Oblast,8.11,59.69,11.87,1.28,0.51,58.424756,44.2533273,94.5
527,2012,Kostroma Oblast,7.7,79.6,12.3,1.3,0.5,58.424756,44.2533273,
528,2013,Kostroma Oblast,6.6,52.4,11.5,1.3,0.6,58.424756,44.2533273,85.10000000000001
529,2014,Kostroma Oblast,7.3,52.0,9.0,1.1,0.5,58.424756,44.2533273,61.5
530,2015,Kostroma Oblast,7.0,39.1,8.2,1.0,0.5,58.424756,44.2533273,119.30000000000001
531,2016,Kostroma Oblast,7.2,49.4,8.5,1.0,0.5,58.424756,44.2533273,45.6
532,1998,Krasnodar Krai,8.5,18.3,8.7,1.0,0.3,45.7684014,39.0261044,103.7
533,1999,Krasnodar Krai,6.8,39.6,8.2,1.0,0.3,45.7684014,39.0261044,82.0
534,2000,Krasnodar Krai,7.0,42.6,8.7,1.4,0.3,45.7684014,39.0261044,39.3
535,2001,Krasnodar Krai,6.6,48.0,8.9,1.4,0.3,45.7684014,39.0261044,65.3
536,2002,Krasnodar Krai,7.9,50.1,7.9,1.3,0.5,45.7684014,39.0261044,94.8
537,2003,Krasnodar Krai,8.7,53.3,7.9,1.4,0.4,45.7684014,39.0261044,66.8
538,2004,Krasnodar Krai,8.8,58.3,8.0,1.1,0.3,45.7684014,39.0261044,57.2
539,2005,Krasnodar Krai,8.9,60.4,8.1,1.1,0.3,45.7684014,39.0261044,76.49999999999999
540,2006,Krasnodar Krai,8.3,59.3,7.2,1.1,0.5,45.7684014,39.0261044,63.4
541,2007,Krasnodar Krai,8.2,65.5,7.2,1.1,0.5,45.7684014,39.0261044,
542,2008,Krasnodar Krai,8.7,67.4,7.4,1.3,0.6,45.7684014,39.0261044,56.8
543,2009,Krasnodar Krai,7.8,58.2,6.4,1.4,0.6,45.7684014,39.0261044,105.7
544,2010,Krasnodar Krai,6.7,55.2,6.2,1.5,0.6,45.7684014,39.0261044,103.30000000000001
545,2011,Krasnodar Krai,6.47,59.93,6.47,1.79,0.92,45.7684014,39.0261044,70.4
546,2012,Krasnodar Krai,5.7,63.1,5.8,1.7,0.9,45.7684014,39.0261044,64.5
547,2013,Krasnodar Krai,5.1,64.1,5.0,1.8,0.8,45.7684014,39.0261044,45.900000000000006
548,2014,Krasnodar Krai,5.6,66.8,4.2,1.7,0.7,45.7684014,39.0261044,46.5
549,2015,Krasnodar Krai,5.6,63.0,3.8,1.7,0.7,45.7684014,39.0261044,134.0
550,2016,Krasnodar Krai,5.3,63.5,3.8,1.5,0.6,45.7684014,39.0261044,59.599999999999994
551,1998,Krasnoyarsk Krai,3.7,25.0,14.1,0.9,0.3,66.62440655,94.7428625373024,76.60000000000001
552,1999,Krasnoyarsk Krai,4.0,32.2,15.3,1.1,0.3,66.62440655,94.7428625373024,79.1
553,2000,Krasnoyarsk Krai,4.7,40.5,14.9,1.6,0.3,66.62440655,94.7428625373024,70.50000000000001
554,2001,Krasnoyarsk Krai,4.9,59.6,15.4,1.5,0.6,66.62440655,94.7428625373024,55.7
555,2002,Krasnoyarsk Krai,5.2,67.4,15.3,1.4,0.6,66.62440655,94.7428625373024,92.4
556,2003,Krasnoyarsk Krai,5.6,72.3,15.5,1.3,0.6,66.62440655,94.7428625373024,40.5
557,2004,Krasnoyarsk Krai,5.3,47.7,9.2,0.9,0.3,66.62440655,94.7428625373024,48.00000000000001
558,2005,Krasnoyarsk Krai,4.8,59.6,9.8,1.0,0.3,66.62440655,94.7428625373024,50.199999999999996
559,2006,Krasnoyarsk Krai,4.4,65.9,9.6,1.0,0.3,66.62440655,94.7428625373024,55.00000000000001
560,2007,Krasnoyarsk Krai,5.9,84.3,12.5,1.6,0.5,66.62440655,94.7428625373024,94.6
561,2008,Krasnoyarsk Krai,6.4,89.2,12.2,1.7,0.6,66.62440655,94.7428625373024,63.5
562,2009,Krasnoyarsk Krai,6.4,90.0,11.6,1.6,0.6,66.62440655,94.7428625373024,96.50000000000001
563,2010,Krasnoyarsk Krai,6.5,85.9,11.3,1.8,0.7,66.62440655,94.7428625373024,44.5
564,2011,Krasnoyarsk Krai,6.22,79.04,10.98,1.73,0.75,66.62440655,94.7428625373024,116.19999999999999
565,2012,Krasnoyarsk Krai,6.1,77.5,10.8,1.7,0.8,66.62440655,94.7428625373024,43.300000000000004
566,2013,Krasnoyarsk Krai,5.4,73.9,9.4,1.7,0.8,66.62440655,94.7428625373024,70.89999999999999
567,2014,Krasnoyarsk Krai,4.8,61.3,6.7,1.6,0.8,66.62440655,94.7428625373024,69.5
568,2015,Krasnoyarsk Krai,5.1,60.1,5.9,1.6,0.7,66.62440655,94.7428625373024,61.800000000000004
569,2016,Krasnoyarsk Krai,5.3,58.2,5.8,1.7,0.5,66.62440655,94.7428625373024,125.80000000000001
570,1998,Kurgan Oblast,3.8,20.1,15.1,1.2,0.2,55.51707765,65.45906580229595,63.3
571,1999,Kurgan Oblast,3.8,25.2,14.4,0.9,0.2,55.51707765,65.45906580229595,64.0
572,2000,Kurgan Oblast,2.9,26.6,13.0,0.6,0.1,55.51707765,65.45906580229595,101.10000000000001
573,2001,Kurgan Oblast,2.9,34.2,12.2,0.6,0.2,55.51707765,65.45906580229595,
574,2002,Kurgan Oblast,2.7,37.9,11.7,0.5,0.1,55.51707765,65.45906580229595,24.200000000000003
575,2003,Kurgan Oblast,3.5,42.6,9.2,0.4,0.1,55.51707765,65.45906580229595,118.7
576,2004,Kurgan Oblast,4.5,43.5,8.3,0.4,0.1,55.51707765,65.45906580229595,62.599999999999994
577,2005,Kurgan Oblast,4.8,45.9,7.4,0.6,0.1,55.51707765,65.45906580229595,68.2
578,2006,Kurgan Oblast,5.0,56.9,6.9,0.6,0.2,55.51707765,65.45906580229595,60.900000000000006
579,2007,Kurgan Oblast,6.6,68.0,8.0,0.9,0.3,55.51707765,65.45906580229595,82.8
580,2008,Kurgan Oblast,9.0,81.1,9.0,1.0,0.4,55.51707765,65.45906580229595,69.3
581,2009,Kurgan Oblast,9.1,84.0,9.0,0.9,0.3,55.51707765,65.45906580229595,58.10000000000001
582,2010,Kurgan Oblast,8.4,82.4,8.5,0.9,0.4,55.51707765,65.45906580229595,119.5
583,2011,Kurgan Oblast,6.98,85.81,7.72,1.01,0.42,55.51707765,65.45906580229595,54.8
584,2012,Kurgan Oblast,5.8,82.5,7.5,1.1,0.4,55.51707765,65.45906580229595,62.29999999999999
585,2013,Kurgan Oblast,4.9,77.6,5.8,1.3,0.5,55.51707765,65.45906580229595,73.60000000000001
586,2014,Kurgan Oblast,5.0,70.0,4.2,1.3,0.4,55.51707765,65.45906580229595,99.5
587,2015,Kurgan Oblast,4.9,63.6,3.3,1.1,0.4,55.51707765,65.45906580229595,119.5
588,2016,Kurgan Oblast,4.6,59.2,3.0,0.9,0.4,55.51707765,65.45906580229595,106.69999999999999
589,1998,Kursk Oblast,1.5,22.9,4.4,0.7,0.1,51.6733329,36.16405616590224,
590,1999,Kursk Oblast,1.3,30.0,4.8,0.3,0.1,51.6733329,36.16405616590224,55.7
591,2000,Kursk Oblast,1.6,33.0,6.1,0.5,0.1,51.6733329,36.16405616590224,29.6
592,2001,Kursk Oblast,1.7,44.5,7.4,0.5,0.1,51.6733329,36.16405616590224,52.6
593,2002,Kursk Oblast,1.8,53.8,6.7,0.5,0.1,51.6733329,36.16405616590224,119.5
594,2003,Kursk Oblast,3.3,67.8,7.5,1.1,0.3,51.6733329,36.16405616590224,86.9
595,2004,Kursk Oblast,6.5,90.9,7.2,0.8,0.3,51.6733329,36.16405616590224,46.0
596,2005,Kursk Oblast,7.4,72.5,7.9,1.5,0.3,51.6733329,36.16405616590224,71.89999999999999
597,2006,Kursk Oblast,5.4,81.4,7.2,1.3,0.3,51.6733329,36.16405616590224,76.10000000000001
598,2007,Kursk Oblast,6.1,72.4,8.0,1.4,0.4,51.6733329,36.16405616590224,72.7
599,2008,Kursk Oblast,6.0,69.1,7.7,1.2,0.4,51.6733329,36.16405616590224,78.1
600,2009,Kursk Oblast,6.4,70.1,8.4,1.2,0.4,51.6733329,36.16405616590224,56.10000000000001
601,2010,Kursk Oblast,6.6,69.4,8.4,1.3,0.4,51.6733329,36.16405616590224,58.900000000000006
602,2011,Kursk Oblast,6.33,71.19,7.73,1.43,0.49,51.6733329,36.16405616590224,49.10000000000001
603,2012,Kursk Oblast,5.6,60.7,7.7,1.5,0.6,51.6733329,36.16405616590224,50.6
604,2013,Kursk Oblast,5.1,51.9,7.6,1.7,0.6,51.6733329,36.16405616590224,72.5
605,2014,Kursk Oblast,5.7,44.8,4.3,1.6,0.5,51.6733329,36.16405616590224,70.80000000000001
606,2015,Kursk Oblast,5.5,41.9,3.8,1.4,0.4,51.6733329,36.16405616590224,122.99999999999999
607,2016,Kursk Oblast,5.3,43.2,4.0,1.1,0.4,51.6733329,36.16405616590224,67.0
608,1998,Leningrad Oblast,2.3,15.0,13.9,0.5,0.2,60.1853296,32.3925325,25.400000000000002
609,1999,Leningrad Oblast,3.0,25.6,16.5,0.9,0.2,60.1853296,32.3925325,70.4
610,2000,Leningrad Oblast,3.8,37.7,14.7,1.3,0.3,60.1853296,32.3925325,253.6
611,2001,Leningrad Oblast,5.0,59.7,17.5,1.8,0.4,60.1853296,32.3925325,99.5
612,2002,Leningrad Oblast,7.1,65.3,20.4,2.3,0.6,60.1853296,32.3925325,
613,2003,Leningrad Oblast,8.1,66.3,18.5,2.2,0.6,60.1853296,32.3925325,91.00000000000001
614,2004,Leningrad Oblast,10.0,68.5,20.4,3.7,0.7,60.1853296,32.3925325,47.1
615,2005,Leningrad Oblast,10.9,66.7,23.2,3.9,0.8,60.1853296,32.3925325,99.9
616,2006,Leningrad Oblast,9.6,79.3,19.4,2.2,0.9,60.1853296,32.3925325,39.6
617,2007,Leningrad Oblast,8.5,73.0,13.6,1.9,1.1,60.1853296,32.3925325,83.69999999999999
618,2008,Leningrad Oblast,9.0,73.2,15.1,2.3,1.5,60.1853296,32.3925325,85.4
619,2009,Leningrad Oblast,10.8,74.7,18.8,2.4,1.9,60.1853296,32.3925325,31.599999999999998
620,2010,Leningrad Oblast,10.5,77.3,17.8,2.3,2.0,60.1853296,32.3925325,67.30000000000001
621,2011,Leningrad Oblast,8.54,86.7,15.38,2.52,1.62,60.1853296,32.3925325,103.00000000000001
622,2012,Leningrad Oblast,7.4,81.3,14.4,2.1,1.5,60.1853296,32.3925325,79.60000000000001
623,2013,Leningrad Oblast,6.6,73.6,12.2,2.0,1.2,60.1853296,32.3925325,64.2
624,2014,Leningrad Oblast,9.2,49.7,10.6,2.0,1.3,60.1853296,32.3925325,78.79999999999998
625,2015,Leningrad Oblast,9.5,44.4,9.6,1.8,1.3,60.1853296,32.3925325,75.5
626,2016,Leningrad Oblast,8.1,41.0,8.4,1.6,1.3,60.1853296,32.3925325,
627,1998,Lipetsk Oblast,2.6,29.6,15.3,1.4,0.2,52.6935178,39.1122664,58.8
628,1999,Lipetsk Oblast,3.1,29.6,9.1,0.7,0.1,52.6935178,39.1122664,89.60000000000001
629,2000,Lipetsk Oblast,2.3,31.9,9.3,0.7,0.2,52.6935178,39.1122664,105.50000000000001
630,2001,Lipetsk Oblast,2.5,42.9,9.3,0.7,0.2,52.6935178,39.1122664,71.7
631,2002,Lipetsk Oblast,2.5,49.5,10.0,0.7,0.2,52.6935178,39.1122664,66.10000000000001
632,2003,Lipetsk Oblast,2.7,54.9,10.1,0.7,0.2,52.6935178,39.1122664,46.300000000000004
633,2004,Lipetsk Oblast,2.8,56.5,10.2,0.7,0.2,52.6935178,39.1122664,52.6
634,2005,Lipetsk Oblast,3.1,57.1,10.5,0.8,0.2,52.6935178,39.1122664,143.79999999999998
635,2006,Lipetsk Oblast,3.4,62.3,10.4,0.8,0.2,52.6935178,39.1122664,61.599999999999994
636,2007,Lipetsk Oblast,6.9,72.5,10.5,1.1,0.3,52.6935178,39.1122664,80.89999999999999
637,2008,Lipetsk Oblast,7.5,74.5,9.0,1.1,0.4,52.6935178,39.1122664,72.7
638,2009,Lipetsk Oblast,7.9,70.7,9.3,1.2,0.4,52.6935178,39.1122664,80.60000000000001
639,2010,Lipetsk Oblast,8.2,74.5,9.3,1.4,0.5,52.6935178,39.1122664,56.6
640,2011,Lipetsk Oblast,6.48,77.72,8.85,1.32,0.45,52.6935178,39.1122664,92.69999999999999
641,2012,Lipetsk Oblast,5.7,77.7,8.1,1.4,0.5,52.6935178,39.1122664,42.400000000000006
642,2013,Lipetsk Oblast,5.2,72.0,7.1,1.2,0.5,52.6935178,39.1122664,52.400000000000006
643,2014,Lipetsk Oblast,6.4,56.8,5.0,1.2,0.4,52.6935178,39.1122664,53.4
644,2015,Lipetsk Oblast,6.2,40.0,4.5,1.1,0.4,52.6935178,39.1122664,73.4
645,2016,Lipetsk Oblast,6.2,39.7,4.6,1.1,0.4,52.6935178,39.1122664,91.7
646,1998,Magadan Oblast,6.2,33.8,23.1,2.1,0.3,63.5515028,154.014726,77.0
647,1999,Magadan Oblast,4.8,18.7,23.2,1.7,0.1,63.5515028,154.014726,86.7
648,2000,Magadan Oblast,4.3,24.6,23.9,1.8,0.2,63.5515028,154.014726,46.1
649,2001,Magadan Oblast,4.7,28.3,23.6,1.4,0.2,63.5515028,154.014726,108.8
650,2002,Magadan Oblast,4.0,33.0,18.9,1.4,0.2,63.5515028,154.014726,48.5
651,2003,Magadan Oblast,4.8,43.2,18.4,1.8,0.4,63.5515028,154.014726,70.9
652,2004,Magadan Oblast,5.9,39.4,16.8,1.9,0.5,63.5515028,154.014726,72.50000000000001
653,2005,Magadan Oblast,6.7,40.2,16.5,2.0,0.7,63.5515028,154.014726,66.0
654,2006,Magadan Oblast,6.6,42.4,16.3,2.5,0.7,63.5515028,154.014726,134.79999999999998
655,2007,Magadan Oblast,7.3,42.0,16.3,3.2,0.9,63.5515028,154.014726,58.50000000000001
656,2008,Magadan Oblast,8.1,34.2,17.1,3.6,1.1,63.5515028,154.014726,68.7
657,2009,Magadan Oblast,8.8,41.5,20.8,3.8,1.2,63.5515028,154.014726,107.89999999999999
658,2010,Magadan Oblast,7.9,55.5,18.1,4.0,1.5,63.5515028,154.014726,
659,2011,Magadan Oblast,8.17,55.4,17.53,4.06,1.6,63.5515028,154.014726,22.2
660,2012,Magadan Oblast,8.0,59.9,24.3,4.9,2.1,63.5515028,154.014726,105.9
661,2013,Magadan Oblast,6.8,61.6,17.8,4.3,2.1,63.5515028,154.014726,77.4
662,2014,Magadan Oblast,7.7,63.5,16.5,4.3,2.0,63.5515028,154.014726,69.7
663,2015,Magadan Oblast,8.2,59.8,14.1,3.9,1.7,63.5515028,154.014726,64.20000000000002
664,2016,Magadan Oblast,7.6,56.5,12.7,3.1,1.3,63.5515028,154.014726,82.2
665,1998,Mari El Republic,3.6,28.4,13.5,0.7,0.2,56.5767504,47.8817512,73.89999999999999
666,1999,Mari El Republic,1.8,20.8,10.8,0.3,0.04,56.5767504,47.8817512,58.300000000000004
667,2000,Mari El Republic,1.8,21.0,8.3,0.3,0.1,56.5767504,47.8817512,125.39999999999999
668,2001,Mari El Republic,1.6,22.6,10.4,0.3,0.1,56.5767504,47.8817512,60.7
669,2002,Mari El Republic,2.9,23.8,11.7,0.4,0.1,56.5767504,47.8817512,50.099999999999994
670,2003,Mari El Republic,4.4,27.1,12.3,0.4,0.2,56.5767504,47.8817512,92.5
671,2004,Mari El Republic,5.7,27.6,12.0,0.5,0.1,56.5767504,47.8817512,105.39999999999999
672,2005,Mari El Republic,5.4,28.2,12.1,0.5,0.1,56.5767504,47.8817512,125.39999999999999
673,2006,Mari El Republic,6.3,28.5,12.9,0.7,0.2,56.5767504,47.8817512,120.7
674,2007,Mari El Republic,7.9,28.8,12.7,1.0,0.2,56.5767504,47.8817512,
675,2008,Mari El Republic,9.9,29.2,13.2,1.0,0.3,56.5767504,47.8817512,54.400000000000006
676,2009,Mari El Republic,11.7,29.3,12.2,1.0,0.3,56.5767504,47.8817512,26.5
677,2010,Mari El Republic,10.6,30.6,12.3,1.0,0.4,56.5767504,47.8817512,55.89999999999999
678,2011,Mari El Republic,8.57,32.79,12.48,1.05,0.42,56.5767504,47.8817512,125.39999999999999
679,2012,Mari El Republic,8.8,31.2,12.4,1.2,0.6,56.5767504,47.8817512,83.4
680,2013,Mari El Republic,8.0,28.6,10.6,1.1,0.6,56.5767504,47.8817512,45.3
681,2014,Mari El Republic,8.6,34.6,9.3,1.1,0.6,56.5767504,47.8817512,63.30000000000001
682,2015,Mari El Republic,8.5,32.4,8.8,0.8,0.6,56.5767504,47.8817512,81.1
683,2016,Mari El Republic,8.0,38.2,9.5,0.8,0.7,56.5767504,47.8817512,70.7
684,1998,Republic of Mordovia,1.2,20.5,10.8,0.9,0.1,54.4419829,44.4661144,74.2
685,1999,Republic of Mordovia,1.4,15.2,11.2,0.2,0.1,54.4419829,44.4661144,82.5
686,2000,Republic of Mordovia,1.4,15.9,10.9,0.3,0.1,54.4419829,44.4661144,63.1
687,2001,Republic of Mordovia,1.4,23.5,11.8,0.3,0.1,54.4419829,44.4661144,65.80000000000001
688,2002,Republic of Mordovia,2.5,22.0,10.0,0.3,0.1,54.4419829,44.4661144,63.900000000000006
689,2003,Republic of Mordovia,3.5,25.9,9.4,0.3,0.1,54.4419829,44.4661144,72.69999999999999
690,2004,Republic of Mordovia,3.6,32.6,9.8,0.4,0.1,54.4419829,44.4661144,75.4
691,2005,Republic of Mordovia,5.2,37.0,9.9,0.4,0.1,54.4419829,44.4661144,111.8
692,2006,Republic of Mordovia,5.5,46.1,10.3,0.4,0.1,54.4419829,44.4661144,78.9
693,2007,Republic of Mordovia,5.6,47.4,8.9,0.7,0.2,54.4419829,44.4661144,23.2
694,2008,Republic of Mordovia,5.7,50.4,9.7,0.8,0.2,54.4419829,44.4661144,68.0
695,2009,Republic of Mordovia,6.0,51.2,9.9,0.9,0.2,54.4419829,44.4661144,257.09999999999997
696,2010,Republic of Mordovia,6.3,55.0,10.5,1.0,0.3,54.4419829,44.4661144,123.10000000000001
697,2011,Republic of Mordovia,6.15,56.93,10.79,1.01,0.35,54.4419829,44.4661144,
698,2012,Republic of Mordovia,6.1,58.7,10.8,1.0,0.4,54.4419829,44.4661144,101.10000000000001
699,2013,Republic of Mordovia,6.3,61.1,9.6,1.3,0.5,54.4419829,44.4661144,48.900000000000006
700,2014,Republic of Mordovia,8.2,55.9,7.4,0.7,0.4,54.4419829,44.4661144,113.30000000000001
701,2015,Republic of Mordovia,5.3,31.4,6.6,0.7,0.3,54.4419829,44.4661144,48.5
702,2016,Republic of Mordovia,4.7,46.1,6.5,0.6,0.3,54.4419829,44.4661144,117.2
703,1998,Moscow,6.8,30.0,18.9,3.5,0.7,55.7504461,37.6174943,101.60000000000001
704,1999,Moscow,6.6,56.0,18.7,3.6,0.7,55.7504461,37.6174943,31.5
705,2000,Moscow,6.3,61.8,18.8,3.9,0.6,55.7504461,37.6174943,71.89999999999999
706,2001,Moscow,5.0,78.9,19.7,4.2,0.7,55.7504461,37.6174943,113.5
707,2002,Moscow,4.8,85.7,20.8,4.0,0.9,55.7504461,37.6174943,90.30000000000001
708,2003,Moscow,6.2,89.1,23.0,4.1,0.9,55.7504461,37.6174943,55.7
709,2004,Moscow,6.1,99.1,24.0,3.8,1.0,55.7504461,37.6174943,76.39999999999999
710,2005,Moscow,6.4,108.5,24.2,3.7,1.0,55.7504461,37.6174943,81.2
711,2006,Moscow,5.9,111.0,23.8,4.2,1.2,55.7504461,37.6174943,
712,2007,Moscow,7.3,101.4,22.9,4.8,1.5,55.7504461,37.6174943,69.6
713,2008,Moscow,8.4,95.8,20.2,5.0,1.6,55.7504461,37.6174943,95.60000000000001
714,2009,Moscow,9.4,79.7,19.3,4.8,1.8,55.7504461,37.6174943,111.39999999999999
715,2010,Moscow,10.1,87.8,16.6,4.9,1.8,55.7504461,37.6174943,77.10000000000001
716,2011,Moscow,9.85,91.28,16.92,5.14,1.8,55.7504461,37.6174943,68.5
717,2012,Moscow,9.7,89.9,16.5,5.0,1.7,55.7504461,37.6174943,48.6
718,2013,Moscow,8.8,92.5,16.0,5.1,1.7,55.7504461,37.6174943,62.400000000000006
719,2014,Moscow,8.5,82.9,15.7,5.1,1.7,55.7504461,37.6174943,146.1
720,2015,Moscow,7.5,79.5,13.3,4.5,1.5,55.7504461,37.6174943,69.2
721,2016,Moscow,6.6,69.2,12.1,4.0,1.1,55.7504461,37.6174943,81.6
722,1998,Moscow Oblast,2.2,11.9,15.2,1.1,0.2,55.5043158,38.0353929,70.7
723,1999,Moscow Oblast,2.3,15.8,15.8,1.1,0.3,55.5043158,38.0353929,89.6
724,2000,Moscow Oblast,3.1,22.6,17.2,0.6,0.3,55.5043158,38.0353929,63.6
725,2001,Moscow Oblast,3.2,23.7,16.8,0.3,0.3,55.5043158,38.0353929,95.4
726,2002,Moscow Oblast,3.6,29.4,16.9,0.7,0.4,55.5043158,38.0353929,42.1
727,2003,Moscow Oblast,4.0,29.6,20.5,0.8,0.4,55.5043158,38.0353929,61.099999999999994
728,2004,Moscow Oblast,5.7,30.5,21.8,0.8,0.8,55.5043158,38.0353929,57.9
729,2005,Moscow Oblast,7.3,32.3,19.8,1.1,1.1,55.5043158,38.0353929,72.6
730,2006,Moscow Oblast,6.5,38.7,21.2,1.5,1.3,55.5043158,38.0353929,110.99999999999999
731,2007,Moscow Oblast,8.2,67.4,16.9,2.3,1.4,55.5043158,38.0353929,81.3
732,2008,Moscow Oblast,7.8,86.0,15.1,2.4,1.6,55.5043158,38.0353929,94.5
733,2009,Moscow Oblast,7.5,100.6,13.5,2.3,1.4,55.5043158,38.0353929,46.8
734,2010,Moscow Oblast,8.3,100.6,13.0,2.7,1.4,55.5043158,38.0353929,96.99999999999999
735,2011,Moscow Oblast,7.6,108.64,12.96,2.77,1.31,55.5043158,38.0353929,63.0
736,2012,Moscow Oblast,7.4,101.0,11.3,2.6,1.5,55.5043158,38.0353929,67.89999999999999
737,2013,Moscow Oblast,6.5,99.0,11.5,2.4,1.5,55.5043158,38.0353929,72.9
738,2014,Moscow Oblast,8.2,97.7,10.1,2.4,1.3,55.5043158,38.0353929,75.49999999999999
739,2015,Moscow Oblast,8.3,94.9,9.4,2.3,1.2,55.5043158,38.0353929,153.10000000000002
740,2016,Moscow Oblast,8.7,99.1,9.6,2.2,1.3,55.5043158,38.0353929,71.6
741,1998,Murmansk Oblast,4.8,21.4,16.6,1.7,0.6,68.0000418,33.9999151,80.80000000000001
742,1999,Murmansk Oblast,4.5,27.1,17.8,1.6,0.6,68.0000418,33.9999151,126.1
743,2000,Murmansk Oblast,4.4,29.9,18.8,1.7,0.6,68.0000418,33.9999151,
744,2001,Murmansk Oblast,4.6,34.7,19.7,1.8,0.6,68.0000418,33.9999151,24.6
745,2002,Murmansk Oblast,5.3,40.0,20.9,1.9,0.6,68.0000418,33.9999151,93.5
746,2003,Murmansk Oblast,6.0,41.3,21.3,2.1,0.7,68.0000418,33.9999151,87.6
747,2004,Murmansk Oblast,6.2,45.8,21.7,2.2,0.7,68.0000418,33.9999151,71.1
748,2005,Murmansk Oblast,6.9,49.3,21.9,2.1,0.7,68.0000418,33.9999151,85.99999999999999
749,2006,Murmansk Oblast,8.3,51.2,19.3,2.0,0.8,68.0000418,33.9999151,91.9
750,2007,Murmansk Oblast,10.2,53.0,18.9,1.8,0.9,68.0000418,33.9999151,81.6
751,2008,Murmansk Oblast,10.6,54.0,17.7,2.7,1.3,68.0000418,33.9999151,58.800000000000004
752,2009,Murmansk Oblast,10.1,50.3,15.3,2.9,1.4,68.0000418,33.9999151,130.4
753,2010,Murmansk Oblast,10.3,51.4,12.7,3.3,1.5,68.0000418,33.9999151,72.3
754,2011,Murmansk Oblast,10.72,51.86,12.6,3.32,1.52,68.0000418,33.9999151,63.199999999999996
755,2012,Murmansk Oblast,10.8,52.6,13.1,3.4,1.7,68.0000418,33.9999151,106.4
756,2013,Murmansk Oblast,10.9,54.1,13.2,3.3,1.7,68.0000418,33.9999151,122.0
757,2014,Murmansk Oblast,8.0,56.3,11.3,2.7,1.7,68.0000418,33.9999151,130.4
758,2015,Murmansk Oblast,8.5,45.7,12.2,2.7,1.9,68.0000418,33.9999151,130.50000000000003
759,2016,Murmansk Oblast,8.1,47.6,12.2,2.5,1.9,68.0000418,33.9999151,
760,1998,Nenets Autonomous Okrug,4.3,10.6,11.7,0.4,0.3,68.27557185,57.16863749918604,65.7
761,1999,Nenets Autonomous Okrug,4.6,17.4,14.9,0.6,0.3,68.27557185,57.16863749918604,36.300000000000004
762,2000,Nenets Autonomous Okrug,5.5,29.3,19.2,0.9,0.5,68.27557185,57.16863749918604,60.099999999999994
763,2001,Nenets Autonomous Okrug,7.0,47.6,23.5,1.2,0.9,68.27557185,57.16863749918604,130.4
764,2002,Nenets Autonomous Okrug,8.1,76.1,29.5,1.5,1.2,68.27557185,57.16863749918604,88.1
765,2003,Nenets Autonomous Okrug,9.2,109.0,31.9,1.7,1.3,68.27557185,57.16863749918604,43.7
766,2004,Nenets Autonomous Okrug,7.0,51.8,18.5,1.3,0.5,68.27557185,57.16863749918604,63.6
767,2005,Nenets Autonomous Okrug,7.6,45.6,17.6,1.3,0.6,68.27557185,57.16863749918604,88.89999999999999
768,2006,Nenets Autonomous Okrug,8.6,43.1,16.9,1.4,0.7,68.27557185,57.16863749918604,68.39999999999999
769,2007,Nenets Autonomous Okrug,10.1,40.3,15.6,1.6,0.8,68.27557185,57.16863749918604,78.89999999999999
770,2008,Nenets Autonomous Okrug,10.7,38.9,16.6,1.6,0.9,68.27557185,57.16863749918604,83.9
771,2009,Nenets Autonomous Okrug,11.3,38.7,15.9,2.1,1.1,68.27557185,57.16863749918604,72.89999999999999
772,2010,Nenets Autonomous Okrug,12.0,40.2,16.2,2.6,1.2,68.27557185,57.16863749918604,78.8
773,2011,Nenets Autonomous Okrug,10.53,33.24,21.69,5.56,1.75,68.27557185,57.16863749918604,60.4
774,2012,Nenets Autonomous Okrug,9.9,54.9,19.0,2.7,1.4,68.27557185,57.16863749918604,73.00000000000001
775,2013,Nenets Autonomous Okrug,8.4,57.2,14.9,2.6,1.3,68.27557185,57.16863749918604,90.4
776,2014,Nenets Autonomous Okrug,11.4,49.5,11.5,2.1,1.0,68.27557185,57.16863749918604,113.10000000000001
777,2015,Nenets Autonomous Okrug,12.8,56.9,12.5,2.6,1.1,68.27557185,57.16863749918604,92.9
778,2016,Nenets Autonomous Okrug,11.7,59.6,11.5,2.6,1.0,68.27557185,57.16863749918604,22.0
779,1998,Nizhny Novgorod Oblast,3.4,14.8,9.6,1.0,0.2,55.4718033,44.0911594,67.10000000000001
780,1999,Nizhny Novgorod Oblast,3.8,25.4,10.6,1.0,0.2,55.4718033,44.0911594,83.1
781,2000,Nizhny Novgorod Oblast,3.9,27.3,9.7,1.0,0.1,55.4718033,44.0911594,130.30000000000004
782,2001,Nizhny Novgorod Oblast,4.8,34.7,9.8,0.9,0.2,55.4718033,44.0911594,
783,2002,Nizhny Novgorod Oblast,5.2,39.8,10.6,1.0,0.2,55.4718033,44.0911594,95.1
784,2003,Nizhny Novgorod Oblast,5.8,44.8,11.1,1.1,0.2,55.4718033,44.0911594,33.699999999999996
785,2004,Nizhny Novgorod Oblast,6.2,51.0,11.9,1.2,0.2,55.4718033,44.0911594,105.89999999999999
786,2005,Nizhny Novgorod Oblast,6.9,60.1,11.9,1.4,0.3,55.4718033,44.0911594,43.1
787,2006,Nizhny Novgorod Oblast,7.7,65.8,14.1,1.7,0.3,55.4718033,44.0911594,92.4
